Date,Open,High,Low,Close,Volume,Dividend
2024-04-19,1456.7750244140625,1474.0,1443.0250244140625,1470.125,15741778,0.0
2024-04-22,1472.449951171875,1482.824951171875,1467.800048828125,1479.8499755859375,10350362,0.0
2024-04-23,1479.0,1493.5,1455.550048828125,1459.324951171875,14605554,0.0
2024-04-24,1463.5,1468.550048828125,1449.5,1450.175048828125,10462776,0.0
2024-04-25,1442.5,1467.9749755859375,1441.5,1459.9749755859375,15943926,0.0
2024-04-26,1463.949951171875,1465.0,1450.0,1452.550048828125,9413848,0.0
2024-04-29,1450.0,1467.9000244140625,1450.0,1465.0250244140625,7247974,0.0
2024-04-30,1468.0,1483.074951171875,1462.875,1467.0,11474262,0.0
2024-05-02,1472.0,1477.324951171875,1464.125,1466.550048828125,14512646,0.0
2024-05-03,1471.0,1474.949951171875,1416.1500244140625,1434.0,17226958,0.0
2024-05-06,1435.5,1440.0,1418.0,1419.5250244140625,7394208,0.0
2024-05-07,1415.9749755859375,1420.75,1392.0,1401.4749755859375,14517472,0.0
2024-05-08,1397.5,1432.949951171875,1397.5,1418.550048828125,9439002,0.0
2024-05-09,1413.0,1423.75,1390.0,1394.125,11009612,0.0
2024-05-10,1396.75,1410.0,1388.074951171875,1407.425048828125,10505096,0.0
2024-05-13,1399.9000244140625,1406.9749755859375,1384.0,1402.699951171875,8456620,0.0
2024-05-14,1400.9749755859375,1427.074951171875,1400.0250244140625,1420.074951171875,7188300,0.0
2024-05-15,1420.5,1429.9749755859375,1413.0250244140625,1416.2750244140625,5046534,0.0
2024-05-16,1418.550048828125,1427.5,1398.0250244140625,1425.3499755859375,14711774,0.0
2024-05-17,1423.050048828125,1437.199951171875,1413.25,1435.699951171875,10916476,0.0
2024-05-21,1425.5999755859375,1441.824951171875,1425.5999755859375,1436.125,11176128,0.0
2024-05-22,1436.2750244140625,1468.7750244140625,1436.2750244140625,1460.6500244140625,10281604,0.0
2024-05-23,1458.550048828125,1492.2249755859375,1455.0,1486.050048828125,14608260,0.0
2024-05-24,1483.625,1488.5,1476.0999755859375,1480.25,7094776,0.0
2024-05-27,1480.2249755859375,1484.9000244140625,1461.550048828125,1466.25,6629010,0.0
2024-05-28,1468.0,1478.5,1452.75,1456.199951171875,7820162,0.0
2024-05-29,1446.5,1458.0,1438.449951171875,1440.7750244140625,7383556,0.0
2024-05-30,1435.5,1440.4000244140625,1420.0999755859375,1424.8499755859375,13206858,0.0
2024-05-31,1431.300048828125,1442.25,1422.25,1430.4000244140625,31069832,0.0
2024-06-03,1483.0,1514.5,1459.0,1510.324951171875,21527942,0.0
2024-06-04,1498.050048828125,1498.050048828125,1359.300048828125,1397.2750244140625,36709098,0.0
2024-06-05,1422.0,1431.1500244140625,1384.0999755859375,1420.75,17464890,0.0
2024-06-06,1435.0,1443.699951171875,1421.3499755859375,1431.5999755859375,17855722,0.0
2024-06-07,1428.5,1472.0,1426.5,1469.949951171875,18558696,0.0
2024-06-10,1469.949951171875,1493.3499755859375,1468.074951171875,1471.4000244140625,9251760,0.0
2024-06-11,1469.0,1473.675048828125,1454.675048828125,1456.675048828125,11774902,0.0
2024-06-12,1457.5,1476.0,1455.175048828125,1463.324951171875,10081742,0.0
2024-06-13,1472.0,1472.25,1460.0999755859375,1465.25,9181160,0.0
2024-06-14,1470.0,1479.675048828125,1457.2249755859375,1477.550048828125,8157998,0.0
2024-06-18,1487.3499755859375,1487.4000244140625,1471.3499755859375,1481.0250244140625,7196766,0.0
2024-06-19,1487.5,1487.5,1456.0,1458.6500244140625,8725874,0.0
2024-06-20,1459.0,1482.8499755859375,1450.0999755859375,1473.699951171875,16113776,0.0
2024-06-21,1473.625,1474.699951171875,1440.574951171875,1454.199951171875,31170360,0.0
2024-06-24,1445.5250244140625,1449.5,1437.5,1441.4749755859375,8878386,0.0
2024-06-25,1443.0,1455.925048828125,1441.0,1454.1500244140625,7045386,0.0
2024-06-26,1446.050048828125,1518.9749755859375,1445.125,1514.0250244140625,22014882,0.0
2024-06-27,1513.75,1537.5,1506.0,1530.550048828125,28383030,0.0
2024-06-28,1531.0250244140625,1581.0,1531.0250244140625,1565.4000244140625,28957336,0.0
2024-07-01,1562.5250244140625,1579.4000244140625,1555.675048828125,1560.1500244140625,7724306,0.0
2024-07-02,1569.5,1573.5,1557.0,1565.175048828125,7749246,0.0
2024-07-03,1566.324951171875,1575.0,1542.7750244140625,1552.425048828125,9049620,0.0
2024-07-04,1557.0,1567.5,1550.800048828125,1554.0250244140625,6837176,0.0
2024-07-05,1553.824951171875,1598.5,1548.0,1588.625,12269710,0.0
2024-07-08,1589.0,1608.800048828125,1582.5250244140625,1600.9000244140625,9500806,0.0
2024-07-09,1597.5999755859375,1600.5,1580.5,1590.2750244140625,6960002,0.0
2024-07-10,1595.0,1597.5,1563.1500244140625,1584.2249755859375,7134578,0.0
2024-07-11,1587.5,1604.25,1570.5,1580.6500244140625,11940946,0.0
2024-07-12,1584.5,1605.1500244140625,1574.5,1596.7249755859375,12924784,0.0
2024-07-15,1604.449951171875,1605.8499755859375,1585.5,1597.2249755859375,5329688,0.0
2024-07-16,1593.5,1600.0,1569.125,1576.25,9386838,0.0
2024-07-18,1576.0,1593.9000244140625,1557.824951171875,1586.675048828125,12298374,0.0
2024-07-19,1586.0,1589.9749755859375,1552.800048828125,1555.1500244140625,13140390,0.0
2024-07-22,1537.25,1537.5,1499.2750244140625,1500.675048828125,19674376,0.0
2024-07-23,1501.0,1505.75,1463.0,1487.9000244140625,18052044,0.0
2024-07-24,1485.0,1509.5,1476.4000244140625,1495.699951171875,11913362,0.0
2024-07-25,1481.0,1500.4749755859375,1477.074951171875,1492.4000244140625,12519876,0.0
2024-07-26,1492.4000244140625,1512.425048828125,1490.3499755859375,1509.0250244140625,9859940,0.0
2024-07-29,1511.949951171875,1527.5,1511.7750244140625,1520.0999755859375,7538550,0.0
2024-07-30,1517.0250244140625,1525.0,1510.0,1513.1500244140625,8228208,0.0
2024-07-31,1504.0,1510.449951171875,1501.1500244140625,1505.425048828125,10057346,0.0
2024-08-01,1512.0,1518.0,1504.300048828125,1515.300048828125,10764222,0.0
2024-08-02,1505.0,1509.324951171875,1493.2750244140625,1499.324951171875,10268248,0.0
2024-08-05,1480.0,1483.9000244140625,1433.25,1447.324951171875,17046704,0.0
2024-08-06,1455.1500244140625,1477.5,1451.324951171875,1456.050048828125,10236186,0.0
2024-08-07,1469.0,1472.5,1461.5,1464.824951171875,8174568,0.0
2024-08-08,1457.5250244140625,1465.0,1445.925048828125,1449.125,12387192,0.0
2024-08-09,1460.0,1476.5,1456.0,1474.300048828125,6249776,0.0
2024-08-12,1470.0,1473.0,1457.75,1460.625,8184584,0.0
2024-08-13,1460.75,1470.074951171875,1458.0,1463.625,6265064,0.0
2024-08-14,1463.550048828125,1472.0,1453.699951171875,1461.8499755859375,6267466,0.0
2024-08-16,1468.6500244140625,1480.4000244140625,1458.050048828125,1478.199951171875,9416902,0.0
2024-08-19,1482.5,1498.300048828125,1480.5,1488.4000244140625,13797742,10.0
2024-08-20,1497.2249755859375,1503.925048828125,1490.0250244140625,1495.949951171875,8411808,0.0
2024-08-21,1493.25,1507.875,1490.0,1498.675048828125,7769996,0.0
2024-08-22,1503.0,1506.5,1490.6500244140625,1498.125,10445782,0.0
2024-08-23,1503.75,1511.324951171875,1498.425048828125,1499.9749755859375,9249654,0.0
2024-08-26,1506.9749755859375,1523.0,1503.0,1512.5999755859375,8816114,0.0
2024-08-27,1510.5,1513.4749755859375,1499.449951171875,1500.449951171875,6251156,0.0
2024-08-28,1505.0,1507.4749755859375,1493.0,1498.300048828125,9610286,0.0
2024-08-29,1503.0999755859375,1537.0,1494.0,1520.925048828125,38335358,0.0
2024-08-30,1534.0,1539.7249755859375,1503.324951171875,1509.625,41620730,0.0
2024-09-02,1510.875,1526.800048828125,1506.625,1516.25,11240852,0.0
2024-09-03,1521.25,1523.0,1507.5,1509.125,10923800,0.0
2024-09-04,1500.699951171875,1517.5,1499.5,1514.550048828125,11983304,0.0
2024-09-05,1519.050048828125,1525.7750244140625,1487.050048828125,1492.9749755859375,16264168,0.0
2024-09-06,1492.5,1497.0,1461.625,1464.824951171875,19394228,0.0
2024-09-09,1466.5,1469.925048828125,1455.5999755859375,1462.449951171875,9010298,0.0
2024-09-10,1460.5,1472.050048828125,1457.574951171875,1461.5250244140625,10768260,0.0
2024-09-11,1463.050048828125,1468.75,1447.550048828125,1451.5,9760202,0.0
2024-09-12,1457.0,1486.0,1445.875,1479.800048828125,22349376,0.0
2024-09-13,1476.4000244140625,1483.1500244140625,1469.5,1472.625,8711328,0.0
2024-09-16,1477.550048828125,1480.9000244140625,1464.75,1471.3499755859375,5481774,0.0
2024-09-17,1474.0,1477.4749755859375,1466.625,1472.300048828125,5935328,0.0
2024-09-18,1470.0,1482.0,1460.550048828125,1463.449951171875,8574714,0.0
2024-09-19,1466.25,1476.5,1455.550048828125,1469.675048828125,16955902,0.0
2024-09-20,1474.0,1495.0,1471.375,1485.925048828125,30897320,0.0
2024-09-23,1491.0,1501.5,1488.949951171875,1493.375,8832314,0.0
2024-09-24,1488.5,1500.5,1487.875,1489.375,17137444,0.0
2024-09-25,1483.9000244140625,1496.5,1480.199951171875,1493.949951171875,7069002,0.0
2024-09-26,1490.6500244140625,1504.0,1488.050048828125,1497.949951171875,18818998,0.0
2024-09-27,1499.0,1533.4749755859375,1492.0,1526.175048828125,20597478,0.0
2024-09-30,1519.4000244140625,1524.9749755859375,1474.4000244140625,1476.574951171875,27008814,0.0
2024-10-01,1480.6500244140625,1487.949951171875,1462.824951171875,1464.824951171875,16431642,0.0
2024-10-03,1436.574951171875,1449.4000244140625,1402.074951171875,1406.9749755859375,37757294,0.0
2024-10-04,1403.925048828125,1417.3499755859375,1381.7750244140625,1386.5250244140625,37072876,0.0
2024-10-07,1393.5,1396.5,1361.375,1370.7249755859375,22181340,0.0
2024-10-08,1372.9749755859375,1401.0,1365.0999755859375,1397.3499755859375,17020808,0.0
2024-10-09,1397.5250244140625,1400.9749755859375,1372.5,1374.5999755859375,14310610,0.0
2024-10-10,1380.0250244140625,1386.0,1369.425048828125,1371.050048828125,22358646,0.0
2024-10-11,1370.0,1383.2750244140625,1368.824951171875,1372.0999755859375,7980122,0.0
2024-10-14,1379.449951171875,1380.074951171875,1368.25,1372.5250244140625,12221432,0.0
2024-10-15,1358.5250244140625,1371.699951171875,1340.699951171875,1344.0250244140625,33762794,0.0
2024-10-16,1340.0,1364.0,1337.625,1354.074951171875,20034438,0.0
2024-10-17,1365.699951171875,1368.449951171875,1352.050048828125,1356.425048828125,15543660,0.0
2024-10-18,1352.175048828125,1368.425048828125,1341.324951171875,1359.300048828125,12082452,0.0
2024-10-21,1367.125,1374.0,1357.7249755859375,1369.199951171875,14067408,0.0
2024-10-22,1369.199951171875,1376.0,1340.2249755859375,1343.3499755859375,15831960,0.0
2024-10-23,1337.5,1357.4749755859375,1335.0,1338.5250244140625,17214742,0.0
2024-10-24,1335.2750244140625,1343.699951171875,1323.125,1339.800048828125,22155934,0.0
2024-10-25,1343.5,1344.3499755859375,1322.0,1327.8499755859375,18597496,0.0
2024-10-28,1337.0,1353.0,1322.0999755859375,1334.3499755859375,10824350,0.0
2024-10-29,1328.0999755859375,1343.199951171875,1320.300048828125,1340.0,12008361,0.0
2024-10-30,1335.0,1350.0,1325.3499755859375,1343.9000244140625,11984423,0.0
2024-10-31,1340.0,1343.0,1326.1500244140625,1332.050048828125,9331650,0.0
2024-11-01,1333.050048828125,1341.949951171875,1333.0,1338.6500244140625,2127335,0.0
2024-11-04,1337.8499755859375,1340.0,1285.0999755859375,1302.1500244140625,19796890,0.0
2024-11-05,1293.0,1309.550048828125,1286.1500244140625,1305.300048828125,16267479,0.0
2024-11-06,1310.0,1328.300048828125,1300.199951171875,1325.3499755859375,21625209,0.0
2024-11-07,1324.0,1324.0,1302.5999755859375,1305.6500244140625,9611974,0.0
2024-11-08,1297.6500244140625,1301.6500244140625,1275.0,1283.75,19814406,0.0
2024-11-11,1278.949951171875,1286.0,1267.0,1272.699951171875,9056552,0.0
2024-11-12,1275.550048828125,1289.300048828125,1267.5,1274.25,10671091,0.0
2024-11-13,1270.25,1275.449951171875,1249.5,1252.050048828125,14633633,0.0
2024-11-14,1253.5999755859375,1272.5999755859375,1251.0999755859375,1267.5999755859375,12612633,0.0
2024-11-18,1267.5999755859375,1272.9000244140625,1243.9000244140625,1260.75,13620611,0.0
2024-11-19,1260.75,1281.5,1235.1500244140625,1241.6500244140625,14183746,0.0
2024-11-21,1241.6500244140625,1243.949951171875,1217.25,1223.0,19433843,0.0
2024-11-22,1229.4000244140625,1268.8499755859375,1222.449951171875,1265.4000244140625,20471957,0.0
2024-11-25,1290.0,1304.449951171875,1282.449951171875,1287.0,28923341,0.0
2024-11-26,1294.949951171875,1297.8499755859375,1284.199951171875,1295.699951171875,9247557,0.0
2024-11-27,1293.5,1303.8499755859375,1286.0,1293.199951171875,9572746,0.0
2024-11-28,1289.949951171875,1296.5999755859375,1269.050048828125,1270.800048828125,15027412,0.0
2024-11-29,1280.0,1299.5,1275.25,1292.199951171875,13202307,0.0
2024-12-02,1288.0,1311.3499755859375,1277.050048828125,1309.1500244140625,11024152,0.0
2024-12-03,1317.0,1326.800048828125,1307.0,1323.300048828125,16869482,0.0
2024-12-04,1326.0,1328.4000244140625,1304.050048828125,1308.949951171875,19608540,0.0
2024-12-05,1314.3499755859375,1329.949951171875,1306.1500244140625,1322.050048828125,16858723,0.0
2024-12-06,1323.9000244140625,1323.9000244140625,1310.0,1311.550048828125,9037514,0.0
2024-12-09,1303.0,1315.0,1293.0999755859375,1295.1500244140625,14650002,0.0
2024-12-10,1289.25,1294.9000244140625,1280.199951171875,1284.8499755859375,16043729,0.0
2024-12-11,1285.0,1290.0,1276.050048828125,1278.199951171875,11724373,0.0
2024-12-12,1270.0,1278.199951171875,1260.5999755859375,1262.9000244140625,20906813,0.0
2024-12-13,1260.0,1275.199951171875,1239.5999755859375,1272.8499755859375,28630222,0.0
2024-12-16,1275.0,1281.0,1266.550048828125,1268.300048828125,9486781,0.0
2024-12-17,1261.050048828125,1263.9000244140625,1242.800048828125,1245.300048828125,17462791,0.0
2024-12-18,1240.6500244140625,1259.949951171875,1240.6500244140625,1253.25,12670179,0.0
2024-12-19,1239.0,1244.9000244140625,1229.0,1230.449951171875,14244653,0.0
2024-12-20,1224.0,1239.5,1201.5,1205.300048828125,20312896,0.0
2024-12-23,1215.0,1227.199951171875,1213.199951171875,1222.300048828125,10052824,0.0
2024-12-24,1222.300048828125,1233.550048828125,1221.0,1222.75,6734917,0.0
2024-12-26,1224.25,1227.699951171875,1214.25,1216.550048828125,10016178,0.0
2024-12-27,1218.300048828125,1227.9000244140625,1217.0,1221.050048828125,7000397,0.0
2024-12-30,1216.4000244140625,1223.199951171875,1208.0999755859375,1210.699951171875,8818766,0.0
2024-12-31,1208.0,1219.0999755859375,1206.1500244140625,1215.449951171875,6405475,0.0
2025-01-01,1214.8499755859375,1226.300048828125,1211.5999755859375,1221.25,5892590,0.0
2025-01-02,1221.25,1244.449951171875,1220.0,1241.800048828125,15486276,0.0
2025-01-03,1243.9000244140625,1262.050048828125,1235.5,1251.1500244140625,15521102,0.0
2025-01-06,1253.949951171875,1262.0,1215.0,1218.0,14816766,0.0
2025-01-07,1222.0,1244.5,1221.25,1240.8499755859375,10070505,0.0
2025-01-08,1249.0,1271.050048828125,1245.3499755859375,1265.5,19346579,0.0
2025-01-09,1267.0,1269.75,1248.050048828125,1254.75,12794704,0.0
2025-01-10,1253.8499755859375,1256.75,1236.0,1241.9000244140625,8120332,0.0
2025-01-13,1230.0,1245.25,1226.4000244140625,1239.8499755859375,13764861,0.0
2025-01-14,1244.0999755859375,1253.3499755859375,1227.25,1238.75,13095266,0.0
2025-01-15,1244.949951171875,1257.0,1241.8499755859375,1252.199951171875,9578856,0.0
2025-01-16,1258.9000244140625,1275.0,1251.300048828125,1266.449951171875,14117603,0.0
2025-01-17,1322.25,1326.0,1285.0,1302.3499755859375,29366277,0.0
2025-01-20,1316.0,1316.0,1300.25,1305.449951171875,14040244,0.0
2025-01-21,1310.5,1313.0,1270.199951171875,1273.699951171875,14562976,0.0
2025-01-22,1278.300048828125,1282.9000244140625,1268.699951171875,1277.0999755859375,10273590,0.0
2025-01-23,1270.0,1277.3499755859375,1261.5999755859375,1263.6500244140625,8720682,0.0
2025-01-24,1266.0,1273.0,1243.5,1246.300048828125,14235970,0.0
2025-01-27,1239.0999755859375,1240.449951171875,1220.0,1229.3499755859375,9536019,0.0
2025-01-28,1238.0,1244.75,1218.5,1234.4000244140625,10568025,0.0
2025-01-29,1236.0,1242.75,1228.050048828125,1235.5,5928156,0.0
2025-01-30,1235.550048828125,1257.0,1232.4000244140625,1253.050048828125,9269259,0.0
2025-01-31,1255.8499755859375,1267.0,1249.0,1265.0999755859375,6584612,0.0
2025-02-01,1265.0999755859375,1270.550048828125,1241.0,1264.5999755859375,7118453,0.0
2025-02-03,1251.0,1256.0,1237.550048828125,1245.9000244140625,9252345,0.0
2025-02-04,1248.050048828125,1288.800048828125,1246.5999755859375,1285.199951171875,16691069,0.0
2025-02-05,1282.6500244140625,1290.5,1276.699951171875,1278.199951171875,10112028,0.0
2025-02-06,1273.699951171875,1288.0,1270.3499755859375,1281.550048828125,9956001,0.0
2025-02-07,1276.1500244140625,1283.699951171875,1262.0,1266.699951171875,8764283,0.0
2025-02-10,1264.5,1266.5,1245.550048828125,1253.6500244140625,6970972,0.0
2025-02-11,1264.550048828125,1264.550048828125,1230.0999755859375,1234.8499755859375,8859714,0.0
2025-02-12,1219.449951171875,1226.9000244140625,1193.3499755859375,1216.550048828125,21131654,0.0
2025-02-13,1217.050048828125,1228.0,1212.0,1216.0999755859375,8511216,0.0
2025-02-14,1219.0,1224.0,1205.449951171875,1217.25,10298145,0.0
2025-02-17,1211.0999755859375,1227.5,1204.5,1224.9000244140625,8166683,0.0
2025-02-18,1224.8499755859375,1229.9000244140625,1216.0999755859375,1225.4000244140625,6673250,0.0
2025-02-19,1219.5,1232.75,1217.550048828125,1227.449951171875,6217338,0.0
2025-02-20,1223.949951171875,1239.3499755859375,1222.0,1233.0,7795582,0.0
2025-02-21,1228.699951171875,1240.0,1222.1500244140625,1228.1500244140625,6904025,0.0
2025-02-24,1216.550048828125,1223.25,1210.5,1214.550048828125,7172498,0.0
2025-02-25,1211.0,1221.0,1201.5,1204.0,11552182,0.0
2025-02-27,1212.800048828125,1215.0,1200.6500244140625,1207.0999755859375,11509215,0.0
2025-02-28,1202.0,1217.3499755859375,1193.300048828125,1200.0999755859375,23007298,0.0
2025-03-03,1204.0,1206.449951171875,1156.0,1171.25,17944938,0.0
2025-03-04,1162.199951171875,1174.0,1159.550048828125,1161.9000244140625,11377373,0.0
2025-03-05,1161.0,1183.0,1157.0,1175.5999755859375,8664095,0.0
2025-03-06,1197.0,1213.949951171875,1185.1500244140625,1209.5999755859375,14468014,0.0
2025-03-07,1216.0,1254.800048828125,1212.0,1249.800048828125,16474965,0.0
2025-03-10,1245.0,1258.0,1235.4000244140625,1238.4000244140625,11931051,0.0
2025-03-11,1240.0,1249.5,1229.75,1247.300048828125,10089838,0.0
2025-03-12,1258.0,1263.0,1244.0,1257.050048828125,11977555,0.0
2025-03-13,1260.050048828125,1264.1500244140625,1243.8499755859375,1247.9000244140625,9505270,0.0
2025-03-17,1242.1500244140625,1257.4000244140625,1233.0999755859375,1238.8499755859375,16640917,0.0
2025-03-18,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,0.0
2025-03-19,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,16162399,0.0
2025-03-20,1251.8499755859375,1273.0,1250.050048828125,1269.1500244140625,15971477,0.0
2025-03-21,1275.0,1281.0,1270.0999755859375,1276.3499755859375,21780769,0.0
2025-03-24,1291.0,1306.0,1284.25,1302.0999755859375,20299319,0.0
